Região;SiglaUF;UF;CódigoIBGE;Município;Crime;Mês;Data;Quantidade
CENTRO-OESTE;DF;Distrito Federal;530010805;Sobradinho;Roubo de veículo;06;06/2017;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;01;01/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;03;03/2017;7
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;04;04/2017;8
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;05;05/2017;7
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Estupro;06;06/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;01;01/2017;29
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;02;02/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;03;03/2017;29
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;04;04/2017;20
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;05;05/2017;28
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Furto de veículo;06;06/2017;19
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;01;01/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;02;02/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;03;03/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;04;04/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;05;05/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Homicídio doloso;06;06/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;01;01/2017;19
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;02;02/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;03;03/2017;36
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;04;04/2017;25
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;05;05/2017;23
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;06;06/2017;24
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Estupro;03;03/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Estupro;04;04/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Estupro;05;05/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Estupro;06;06/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Furto de veículo;01;01/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Furto de veículo;02;02/2017;7
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Furto de veículo;03;03/2017;10
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Furto de veículo;04;04/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Furto de veículo;05;05/2017;8
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Furto de veículo;06;06/2017;9
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Homicídio doloso;01;01/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Homicídio doloso;02;02/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Homicídio doloso;03;03/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Homicídio doloso;04;04/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Homicídio doloso;05;05/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Roubo de veículo;01;01/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Roubo de veículo;02;02/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Roubo de veículo;03;03/2017;10
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Roubo de veículo;04;04/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Roubo de veículo;05;05/2017;9
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Roubo de veículo;06;06/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010807;Paranoá;Roubo seguido de morte (latrocínio);03;03/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Estupro;02;02/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Estupro;05;05/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Furto de veículo;01;01/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Furto de veículo;02;02/2017;73
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Furto de veículo;03;03/2017;8
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Furto de veículo;04;04/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Furto de veículo;05;05/2017;9
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Furto de veículo;06;06/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Homicídio doloso;02;02/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Roubo de veículo;01;01/2017;9
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Roubo de veículo;02;02/2017;71
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Roubo de veículo;03;03/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Roubo de veículo;04;04/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Roubo de veículo;06;06/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010808;Núcleo Bandeirante;Roubo seguido de morte (latrocínio);02;02/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;01;01/2017;8
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;02;02/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;03;03/2017;10
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;04;04/2017;13
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;05;05/2017;12
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;06;06/2017;9
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;01;01/2017;71
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;02;02/2017;8
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;03;03/2017;74
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;04;04/2017;67
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;05;05/2017;61
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Furto de veículo;06;06/2017;54
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;01;01/2017;7
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;03;03/2017;9
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;04;04/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;05;05/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Homicídio doloso;06;06/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;01;01/2017;74
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;02;02/2017;26
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;03;03/2017;88
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;04;04/2017;53
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;05;05/2017;67
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo de veículo;06;06/2017;53
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);03;03/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Roubo seguido de morte (latrocínio);05;05/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;01;01/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;02;02/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;03;03/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;04;04/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Estupro;05;05/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;01;01/2017;24
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;02;02/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;03;03/2017;14
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;04;04/2017;9
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;05;05/2017;14
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Furto de veículo;06;06/2017;16
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Homicídio doloso;06;06/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;01;01/2017;19
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;02;02/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;03;03/2017;18
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;04;04/2017;13
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;05;05/2017;12
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo de veículo;06;06/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010810;Guará;Roubo seguido de morte (latrocínio);05;05/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010811;Cruzeiro;Estupro;02;02/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010811;Cruzeiro;Furto de veículo;01;01/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010811;Cruzeiro;Furto de veículo;02;02/2017;40
CENTRO-OESTE;DF;Distrito Federal;530010811;Cruzeiro;Furto de veículo;03;03/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010811;Cruzeiro;Furto de veículo;05;05/2017;8
CENTRO-OESTE;DF;Distrito Federal;530010811;Cruzeiro;Furto de veículo;06;06/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010811;Cruzeiro;Homicídio doloso;02;02/2017;8
CENTRO-OESTE;DF;Distrito Federal;530010811;Cruzeiro;Roubo de veículo;01;01/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010811;Cruzeiro;Roubo de veículo;02;02/2017;40
CENTRO-OESTE;DF;Distrito Federal;530010811;Cruzeiro;Roubo de veículo;03;03/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010811;Cruzeiro;Roubo de veículo;04;04/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010811;Cruzeiro;Roubo de veículo;05;05/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010811;Cruzeiro;Roubo de veículo;06;06/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;01;01/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;03;03/2017;8
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;04;04/2017;7
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;05;05/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Estupro;06;06/2017;7
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;01;01/2017;36
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;02;02/2017;17
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;03;03/2017;45
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;04;04/2017;33
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;05;05/2017;40
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Furto de veículo;06;06/2017;22
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;01;01/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;02;02/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;03;03/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;04;04/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;05;05/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Homicídio doloso;06;06/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;01;01/2017;55
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;02;02/2017;36
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;03;03/2017;68
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;04;04/2017;56
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;05;05/2017;73
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo de veículo;06;06/2017;44
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);02;02/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010812;Samambaia;Roubo seguido de morte (latrocínio);04;04/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;01;01/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;02;02/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;03;03/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;04;04/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;05;05/2017;10
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Estupro;06;06/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;01;01/2017;14
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;02;02/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;03;03/2017;18
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;04;04/2017;23
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;05;05/2017;18
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Furto de veículo;06;06/2017;29
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;01;01/2017;6
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;02;02/2017;3
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;03;03/2017;5
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;04;04/2017;2
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;05;05/2017;1
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Homicídio doloso;06;06/2017;4
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;01;01/2017;26
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;02;02/2017;13
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;03;03/2017;44
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;04;04/2017;26
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;05;05/2017;35
CENTRO-OESTE;DF;Distrito Federal;530010813;Santa Maria;Roubo de veículo;06;06/2017;24
CENTRO-OESTE;DF;Distrito Federal;530010814;São Sebastião;Estupro;01;01/2017;6
