Timestamp,How many hours did you sleep last night?,Recognition Score,Temporal Memory Score
2/1/2013 11:24:03,0.0,83.0,70.0
2/1/2013 11:27:11,6.0,92.0,66.0
2/1/2013 11:49:35,7.0,93.0,82.0
2/1/2013 12:48:05,6.5,91.0,77.0
2/1/2013 13:05:08,8.5,83.0,70.0
2/1/2013 13:36:18,6.5,100.0,87.0
2/1/2013 13:53:59,8.5,91.0,90.0
2/1/2013 13:59:50,0.0,68.0,79.0
2/1/2013 14:00:22,6.5,95.0,86.0
2/1/2013 14:16:18,8.0,95.0,82.0
2/1/2013 14:23:09,8.0,100.0,79.0
2/1/2013 14:39:45,8.0,92.0,68.0
2/1/2013 14:55:29,7.0,70.0,70.0
2/1/2013 15:05:51,5.0,100.0,91.0
2/1/2013 15:34:07,7.0,92.0,68.0
2/1/2013 15:42:13,6.5,100.0,70.0
2/1/2013 15:58:29,8.5,100.0,58.0
2/1/2013 16:02:07,8.5,100.0,58.0
2/1/2013 16:10:14,4.5,87.0,76.0
2/1/2013 16:17:23,7.5,100.0,83.0
2/1/2013 16:54:18,8.0,100.0,83.0
2/1/2013 16:55:45,8.0,100.0,83.0
2/1/2013 16:58:47,6.5,79.0,73.0
2/1/2013 18:27:01,7.0,100.0,91.0
2/1/2013 18:43:35,8.5,95.0,82.0
2/1/2013 18:51:38,9.0,24.0,19.0
2/1/2013 19:00:34,6.0,100.0,91.0
2/1/2013 19:22:02,7.5,95.0,91.0
2/1/2013 20:31:22,8.0,87.0,90.0
92.1062291249,92.1062291249,92.1062291249,92.1062291249
2/1/2013 21:07:07,6.0,100.0,75.0
2/1/2013 22:14:02,7.5,70.0,76.0
2/1/2013 22:41:31,6.0,79.0,68.0
2/1/2013 22:58:40,7.0,79.0,84.0
92.1062291249,92.1062291249,92.1062291249,92.1062291249
2/1/2013 23:10:54,5.0,95.0,56.0
2/2/2013 1:54:21,6.0,95.0,65.0
2/2/2013 4:59:52,10.0,83.0,80.0
2/2/2013 5:22:02,9.0,100.0,95.0
2/2/2013 5:41:12,6.0,100.0,91.0
2/2/2013 6:17:35,7.0,95.0,65.0
2/2/2013 6:33:17,4.0,91.0,77.0
2/2/2013 6:45:34,2.5,100.0,66.0
2/2/2013 6:49:15,10.0,92.0,68.0
2/2/2013 7:52:48,10.0,70.0,50.0
2/2/2013 7:53:57,5.0,100.0,79.0
2/2/2013 7:55:45,8.0,91.0,91.0
2/2/2013 9:00:05,7.0,91.0,86.0
2/2/2013 9:02:17,7.5,100.0,87.0
2/2/2013 9:22:44,4.5,100.0,62.0
2/2/2013 9:27:33,7.5,83.0,85.0
2/2/2013 10:15:04,8.0,79.0,84.0
2/2/2013 10:27:19,8.0,83.0,60.0
2/2/2013 10:47:02,7.5,100.0,87.0
2/2/2013 10:50:02,9.0,95.0,86.0
2/2/2013 11:01:06,8.5,100.0,95.0
2/2/2013 11:03:30,9.0,100.0,83.0
2/2/2013 11:17:28,5.0,95.0,78.0
2/2/2013 11:35:56,7.0,95.0,86.0
2/2/2013 11:55:12,7.5,100.0,58.0
2/2/2013 11:55:36,11.0,79.0,23.0
2/2/2013 12:46:46,9.0,70.0,40.0
2/2/2013 13:17:31,6.5,92.0,68.0
2/2/2013 13:37:33,5.0,95.0,69.0
2/2/2013 13:40:26,8.5,100.0,95.0
2/2/2013 13:46:49,8.0,87.0,85.0
2/2/2013 14:06:02,0.0,87.0,71.0
2/2/2013 14:08:01,6.5,87.0,71.0
2/2/2013 14:16:40,10.5,91.0,86.0
2/2/2013 15:04:45,6.0,95.0,91.0
2/2/2013 15:36:38,0.0,100.0,86.0
2/2/2013 15:53:02,11.0,95.0,86.0
2/2/2013 16:36:02,8.0,100.0,95.0
2/2/2013 16:48:23,7.0,95.0,69.0
2/2/2013 16:59:18,5.0,91.0,77.0
2/2/2013 17:01:05,9.0,100.0,91.0
2/2/2013 19:03:59,8.0,91.0,72.0
2/2/2013 19:06:49,7.0,95.0,82.0
2/2/2013 19:38:18,8.0,95.0,91.0
2/2/2013 20:58:41,7.0,95.0,52.0
2/2/2013 21:32:35,8.5,100.0,75.0
92.1062291249,92.1062291249,92.1062291249,92.1062291249
2/2/2013 22:02:34,9.5,100.0,79.0
2/2/2013 23:34:33,6.5,95.0,91.0
2/2/2013 23:45:41,7.0,83.0,95.0
2/3/2013 1:24:35,10.0,95.0,92.0
2/3/2013 1:40:29,8.0,100.0,83.0
2/3/2013 2:56:16,8.0,83.0,80.0
2/3/2013 3:23:03,6.0,92.0,68.0
2/3/2013 3:51:13,8.0,83.0,75.0
2/3/2013 3:55:15,9.0,79.0,94.0
2/3/2013 4:09:17,0.0,98.0,68.0
2/3/2013 4:09:35,7.0,98.0,68.0
2/3/2013 5:28:26,0.0,92.0,68.0
2/3/2013 6:35:09,4.0,95.0,69.0
2/3/2013 6:39:03,8.5,95.0,86.0
2/3/2013 7:44:31,10.5,54.0,76.0
2/3/2013 7:45:53,8.0,92.0,68.0
2/3/2013 7:55:15,7.0,91.0,72.0
2/3/2013 8:14:01,6.0,91.0,59.0
2/3/2013 8:16:53,8.0,75.0,83.0
2/3/2013 8:19:17,8.0,95.0,82.0
2/3/2013 8:21:19,7.5,68.0,92.0
2/3/2013 8:57:29,6.5,95.0,82.0
2/3/2013 9:06:57,8.0,100.0,87.0
2/3/2013 9:08:55,8.0,95.0,95.0
2/3/2013 9:34:20,5.5,95.0,86.0
2/3/2013 10:23:47,8.0,87.0,95.0
2/3/2013 10:32:51,7.0,92.0,85.0
2/3/2013 11:14:03,6.5,91.0,90.0
2/3/2013 12:19:14,8.0,100.0,70.0
2/3/2013 12:33:46,8.5,82.0,86.0
2/3/2013 12:39:11,10.0,22.0,17.0
2/3/2013 13:40:57,6.5,79.0,63.0
2/3/2013 13:56:58,7.5,100.0,75.0
2/3/2013 14:25:22,9.0,95.0,86.0
2/3/2013 14:29:17,8.5,87.0,71.0
2/3/2013 14:54:03,9.5,100.0,100.0
2/3/2013 14:54:14,8.0,83.0,75.0
2/3/2013 15:17:29,8.0,91.0,100.0
2/3/2013 15:51:57,6.0,100.0,70.0
2/3/2013 16:42:13,8.0,83.0,55.0
2/3/2013 17:03:24,4.5,100.0,70.0
2/3/2013 17:22:09,6.0,100.0,79.0
2/3/2013 18:13:58,8.0,95.0,65.0
2/3/2013 18:27:46,8.5,95.0,100.0
2/3/2013 18:33:08,0.0,95.0,65.0
2/3/2013 19:49:17,6.0,95.0,78.0
2/3/2013 20:03:48,7.5,54.0,84.0
2/3/2013 20:04:15,7.5,54.0,84.0
2/3/2013 20:20:48,9.5,83.0,90.0
2/3/2013 20:25:59,8.0,100.0,87.0
2/3/2013 20:51:29,8.5,83.0,90.0
2/3/2013 20:55:36,6.5,87.0,90.0
2/3/2013 21:13:46,6.0,100.0,70.0
2/3/2013 21:16:01,8.0,91.0,81.0
2/3/2013 21:18:48,9.0,91.0,92.0
2/3/2013 21:30:34,6.5,95.0,82.0
2/3/2013 21:52:23,7.5,95.0,91.0
2/3/2013 21:57:42,5.0,87.0,95.0
2/3/2013 22:08:57,6.0,100.0,75.0
2/3/2013 22:34:51,7.0,91.0,86.0
2/3/2013 22:42:30,7.5,83.0,80.0
2/3/2013 22:53:16,8.5,75.0,72.0
2/3/2013 23:02:06,8.0,95.0,82.0
2/3/2013 23:08:18,5.5,91.0,68.0
2/3/2013 23:08:50,6.0,87.0,76.0
2/3/2013 23:19:56,7.5,79.0,73.0
2/4/2013 0:01:28,7.0,100.0,92.0
2/4/2013 0:16:52,5.5,95.0,91.0
2/4/2013 0:34:26,7.5,87.0,85.0
2/4/2013 0:40:19,6.5,95.0,78.0
2/4/2013 0:48:43,8.0,87.0,95.0
2/4/2013 1:08:02,5.0,91.0,86.0
2/4/2013 1:12:09,7.0,100.0,83.0
2/4/2013 1:14:53,8.0,100.0,70.0
2/4/2013 1:26:44,6.0,75.0,72.0
2/4/2013 2:11:51,7.0,100.0,95.0
2/4/2013 2:13:48,8.0,100.0,79.0
2/4/2013 2:21:47,6.0,91.0,81.0
2/4/2013 2:34:18,5.0,100.0,83.0
2/4/2013 2:34:21,6.0,87.0,90.0
2/4/2013 2:36:36,0.0,83.0,60.0
2/4/2013 2:39:02,5.0,66.0,56.0
2/4/2013 2:41:25,5.0,87.0,80.0
2/4/2013 2:44:12,9.5,90.0,50.0
2/4/2013 3:08:12,7.0,100.0,100.0
2/4/2013 3:10:01,9.0,100.0,79.0
2/4/2013 3:25:55,9.0,98.0,68.0
2/4/2013 3:32:50,7.0,75.0,61.0
2/4/2013 3:33:20,7.0,75.0,61.0
2/4/2013 4:14:27,6.5,87.0,76.0
2/4/2013 4:39:37,7.0,66.0,75.0
2/4/2013 5:25:02,8.0,100.0,95.0
2/4/2013 5:54:40,7.5,95.0,69.0
2/4/2013 6:17:40,4.0,87.0,71.0
2/4/2013 6:44:20,8.0,87.0,61.0
2/4/2013 6:52:55,7.5,94.0,78.0
2/4/2013 7:03:47,6.0,92.0,68.0
2/4/2013 7:33:10,8.0,83.0,80.0
2/4/2013 7:34:42,7.0,95.0,82.0
2/4/2013 7:42:40,7.0,87.0,95.0
2/4/2013 7:52:05,5.0,100.0,91.0
2/4/2013 8:02:09,7.0,86.0,76.0
2/4/2013 8:02:43,10.0,100.0,92.0
2/4/2013 8:10:56,3.0,58.0,85.0
92.1062291249,92.1062291249,92.1062291249,92.1062291249
2/4/2013 9:02:30,6.5,95.0,56.0
2/4/2013 9:08:44,8.0,100.0,80.0
2/4/2013 9:10:49,6.5,87.0,66.0
2/4/2013 9:15:21,8.5,95.0,73.0
2/4/2013 9:19:01,6.0,100.0,58.0
2/4/2013 9:47:27,8.0,92.0,68.0
92.1062291249,92.1062291249,92.1062291249,92.1062291249
2/4/2013 9:56:26,9.0,100.0,87.0
2/4/2013 10:06:40,10.0,91.0,77.0
2/4/2013 10:07:10,5.0,95.0,78.0
2/4/2013 10:13:28,11.0,91.0,81.0
2/3/2013 18:40:56,7.0,92.0,80.0
2/4/2013 10:23:01,6.0,95.0,69.0
2/4/2013 10:42:08,6.0,91.0,68.0
2/4/2013 10:46:04,8.0,91.0,81.0
2/4/2013 10:48:05,7.0,95.0,65.0
2/4/2013 10:53:51,5.0,91.0,68.0
2/4/2013 10:59:17,7.0,100.0,91.0
2/4/2013 11:08:42,7.0,95.0,60.0
2/4/2013 11:10:49,6.5,95.0,47.0
2/4/2013 11:18:35,7.0,95.0,60.0
2/4/2013 11:21:43,9.0,79.0,84.0
2/4/2013 11:32:25,0.0,79.0,89.0
2/4/2013 11:33:02,6.5,79.0,89.0
2/4/2013 11:40:46,8.5,91.0,54.0
2/4/2013 12:44:42,8.5,91.0,90.0
2/4/2013 12:53:31,6.5,95.0,91.0
2/4/2013 12:54:07,7.0,100.0,87.0
2/4/2013 13:28:04,8.0,100.0,87.0
2/4/2013 13:48:41,4.0,87.0,76.0
2/4/2013 14:01:08,8.0,91.0,77.0
2/4/2013 14:06:48,0.0,95.0,69.0
2/4/2013 14:21:29,8.0,75.0,61.0
2/4/2013 14:22:13,8.0,70.0,64.0
2/4/2013 14:24:08,7.0,62.0,86.0
2/4/2013 15:09:37,0.0,80.0,85.0
2/4/2013 15:25:04,7.0,95.0,82.0
2/4/2013 15:25:20,6.0,100.0,83.0
2/4/2013 15:31:26,6.0,95.0,86.0
2/4/2013 15:40:44,6.5,91.0,72.0
2/4/2013 15:42:59,0.0,79.0,78.0
2/4/2013 15:56:50,10.0,70.0,64.0
2/4/2013 15:57:40,5.0,100.0,79.0
2/4/2013 16:07:27,5.0,56.0,68.0
92.1062291249,92.1062291249,92.1062291249,92.1062291249
92.1062291249,92.1062291249,92.1062291249,92.1062291249
92.1062291249,92.1062291249,92.1062291249,92.1062291249
92.1062291249,92.1062291249,92.1062291249,92.1062291249
2/4/2013 17:09:16,7.5,95.0,86.0
2/4/2013 17:36:28,7.0,100.0,95.0
2/4/2013 17:43:08,5.0,87.0,76.0
2/4/2013 17:49:42,5.0,70.0,64.0
2/4/2013 18:28:26,8.0,92.0,73.0
2/4/2013 19:05:03,7.5,95.0,56.0
2/4/2013 19:13:19,6.0,92.0,68.0
2/4/2013 19:21:21,6.0,91.0,86.0
2/4/2013 19:48:24,8.0,100.0,66.0
2/4/2013 20:15:18,8.5,100.0,83.0
2/4/2013 20:32:35,0.0,91.0,77.0
2/4/2013 20:39:48,6.0,92.0,68.0
2/4/2013 20:53:44,7.5,87.0,85.0
2/4/2013 21:00:00,7.0,81.0,76.0
2/4/2013 21:05:59,6.5,95.0,95.0
2/4/2013 21:07:48,6.0,100.0,68.0
2/4/2013 21:28:32,7.0,91.0,72.0
2/4/2013 21:34:13,7.0,83.0,70.0
2/4/2013 21:42:22,7.5,100.0,87.0
2/4/2013 21:58:53,8.0,3.0,5.0
2/4/2013 22:13:50,8.0,91.0,77.0
2/4/2013 22:20:44,6.0,79.0,84.0
2/4/2013 22:39:44,9.0,79.0,78.0
2/4/2013 23:02:47,5.5,91.0,81.0
2/4/2013 23:21:27,0.0,100.0,83.0
2/4/2013 23:57:12,6.5,91.0,77.0
2/5/2013 1:11:38,7.0,95.0,65.0
2/5/2013 3:32:16,7.5,91.0,72.0
2/5/2013 3:42:37,7.0,95.0,82.0
2/5/2013 4:09:52,4.0,83.0,75.0
2/5/2013 4:47:25,4.5,91.0,90.0
2/5/2013 4:57:54,6.5,95.0,69.0
2/5/2013 5:10:07,5.5,83.0,95.0
2/5/2013 5:17:22,6.0,95.0,86.0
2/5/2013 5:27:04,8.5,62.0,86.0
2/5/2013 6:34:00,5.0,73.0,68.0
2/5/2013 7:11:57,7.5,79.0,73.0
2/5/2013 7:14:48,7.5,79.0,73.0
2/5/2013 7:55:55,8.0,95.0,95.0
2/5/2013 8:00:56,8.5,95.0,96.0
2/5/2013 8:30:01,6.0,91.0,72.0
2/5/2013 8:33:22,6.0,91.0,72.0
2/5/2013 8:53:11,8.0,83.0,75.0
2/5/2013 9:03:43,10.0,95.0,69.0
2/5/2013 9:18:16,4.5,87.0,85.0
92.1062291249,92.1062291249,92.1062291249,92.1062291249
2/5/2013 9:32:09,5.5,87.0,95.0
2/5/2013 9:52:10,5.0,79.0,63.0
2/5/2013 10:33:58,10.0,79.0,68.0
2/5/2013 11:07:41,8.5,65.0,72.0
2/5/2013 11:09:43,6.5,95.0,82.0
2/5/2013 11:29:05,8.0,100.0,85.0
2/5/2013 11:29:27,11.0,91.0,95.0
2/5/2013 11:32:24,9.5,70.0,82.0
2/5/2013 11:32:25,10.0,95.0,86.0
2/5/2013 12:00:15,7.0,79.0,73.0
2/5/2013 12:22:15,5.5,95.0,65.0
2/5/2013 13:17:36,6.0,100.0,83.0
2/5/2013 13:27:12,8.0,91.0,90.0
2/5/2013 13:28:02,7.0,95.0,100.0
2/5/2013 13:28:19,7.0,95.0,73.0
2/5/2013 13:33:28,7.0,95.0,95.0
2/5/2013 13:37:26,2.5,91.0,90.0
2/5/2013 13:42:02,7.5,100.0,91.0
2/5/2013 15:07:26,8.0,4.0,34.0
2/5/2013 15:07:37,8.0,4.0,34.0
2/5/2013 15:09:36,6.0,100.0,97.0
2/5/2013 15:15:57,9.0,95.0,78.0
2/5/2013 15:18:46,6.0,95.0,69.0
2/5/2013 15:20:22,6.0,95.0,69.0
2/5/2013 15:29:06,7.0,75.0,72.0
2/5/2013 15:37:06,5.0,66.0,87.0
2/5/2013 16:12:47,6.0,91.0,77.0
2/5/2013 16:19:41,6.0,91.0,95.0
2/5/2013 16:43:11,7.5,100.0,100.0
2/5/2013 16:50:59,7.5,95.0,65.0
2/5/2013 16:51:14,7.0,87.0,95.0
2/5/2013 16:53:46,7.0,95.0,91.0
2/5/2013 16:59:25,6.5,100.0,83.0
2/5/2013 17:13:37,6.0,79.0,73.0
